ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,sample,strain_names
GO:0071166,ribonucleoprotein complex localization,127,0.4880564640841467,1.7582795136734195,1.1545816258093802e-4,6.31871035215679e-4,3.767582147377978e-4,888,"tags=32%, list=15%, signal=28%",854469/853714/856228/850625/855957/853160/852972/853796/856723/854844/855789/854657/851678/850796/852779/853445/852814/856012/855495/850346/852229/850763/852782/850414/852549/853860/853499/851240/855728/850551/851048/853202/855583/856488/855837/853970/855066/856251/852004/852322/853029,1740,quad
GO:0006403,RNA localization,190,0.4271176877467712,1.6336209847868324,1.442449015321031e-4,7.823011776786131e-4,4.6645340372164214e-4,1237,"tags=36%, list=20%, signal=29%",854469/853714/856228/850625/855957/853160/852972/853796/856723/854844/856436/855789/854657/851678/850796/853537/852779/853445/852814/856012/855495/850346/853016/852229/850763/852704/852782/850414/852549/856481/853860/853499/854162/851240/855728/854431/850551/850647/851048/853202/853397/855583/856488/855837/853970/851204/855066/856251/854999/852004/855514/852322/853029/856846/856466/854265/856431/856575/853410/852199/853649/852955/855159/850552/852788/851565/854940/853409,1740,quad
GO:0051168,nuclear export,134,0.47517521726959855,1.7237698533861914,1.480675152693326e-4,7.958628945726626e-4,4.745396870943836e-4,916,"tags=31%, list=15%, signal=27%",854469/853714/856228/850625/855957/853160/852972/853796/856723/854844/855789/854657/851678/850796/852779/853445/852814/856012/855495/850346/852229/850763/852782/850414/852549/853860/853499/851240/855728/850551/851048/853202/855583/856488/855837/853970/855066/856251/852004/852322/853029/856674,1740,quad
GO:0140014,mitotic nuclear division,175,0.4367157842510084,1.6700557051647955,1.5045295819413398e-4,8.015281489634395e-4,4.779176408402392e-4,1480,"tags=44%, list=24%, signal=34%",851209/854286/853369/852246/850328/850977/853100/850589/856648/855843/853817/851623/854827/856890/852809/850540/852782/852180/853371/854370/855099/850775/853551/851957/852794/856382/854662/854315/852787/855557/854156/851739/853041/853880/855459/856089/854974/856563/850297/854408/853928/856736/853535/852275/856530/855067/856227/851250/851561/851691/851841/853846/851197/850344/856263/855859/855892/855228/855013/853252/855822/853770/854915/853434/853513/853010/851965/850584/854786/855356/855184/850585/853439/853773/851373/851190/856528,1740,quad
GO:0051301,cell division,299,0.38174843162277383,1.5309205982411442,1.6073102518196467e-4,8.398012555453136e-4,5.00738290157286e-4,1471,"tags=38%, list=24%, signal=31%",853922/853909/853916/852569/851209/854286/855417/851271/853369/852246/850872/850328/850977/850639/850589/856648/855843/853056/850422/851623/854827/856890/854809/850540/852782/852819/852180/852119/853371/855561/855948/854370/855099/850775/853551/851024/852794/856382/854662/856850/853576/854504/854647/854431/851029/855557/851067/851739/853880/856089/856502/850345/851086/856563/852030/851041/852453/856736/851714/856418/850334/856554/852931/856227/851250/851561/855450/850607/851691/853818/851841/853846/852897/853814/854084/850688/851197/854034/855533/855427/855052/851145/851866/856263/855892/856425/855013/853252/852193/855278/856293/850773/853770/851306/850822/853513/853010/853820/855496/850912/851765/854158/854786/855731/850508/850657/851391/854684/855184/856507/850585/853439/853773/851373/851190,1740,quad
GO:0098813,nuclear chromosome segregation,187,0.4290259801267029,1.642488441113453,1.613336886460055e-4,8.398012555453136e-4,5.00738290157286e-4,1338,"tags=36%, list=22%, signal=29%",853909/852246/850328/850977/855636/852395/853100/850589/856648/855843/853817/854827/856890/852809/850540/852819/852180/853371/855099/850775/853551/851957/852794/854662/854123/854315/852787/855557/854156/851739/853041/855459/856089/854974/851071/850297/855897/853928/856736/853535/852275/855067/851561/852547/851691/852665/851841/853846/851520/853814/851197/850344/856263/855892/854143/855228/855013/853252/851994/856911/855822/854915/853434/853010/851965/850584/854786,1740,quad
GO:0000723,telomere maintenance,83,0.5316926989713124,1.7754608541785395,1.6321718753953767e-4,8.398012555453136e-4,5.00738290157286e-4,1249,"tags=41%, list=21%, signal=33%",853910/856940/855377/853213/855846/850702/853811/852578/852158/851189/853197/852110/850346/851485/851549/856614/856569/851655/852933/850297/856519/855168/854942/852728/855471/852713/855975/854198/854976/855946/853255/855228/854941/851306,1740,quad
GO:0060249,anatomical structure homeostasis,83,0.5316926989713124,1.7754608541785395,1.6321718753953767e-4,8.398012555453136e-4,5.00738290157286e-4,1249,"tags=41%, list=21%, signal=33%",853910/856940/855377/853213/855846/850702/853811/852578/852158/851189/853197/852110/850346/851485/851549/856614/856569/851655/852933/850297/856519/855168/854942/852728/855471/852713/855975/854198/854976/855946/853255/855228/854941/851306,1740,quad
GO:0006260,DNA replication,151,0.44455453795753064,1.6579063999668844,2.1799876181035163e-4,0.0010756988082773,6.413941136956853e-4,1335,"tags=41%, list=22%, signal=33%",856485/856052/851688/853747/855636/852395/855656/852578/850808/854937/851803/851905/851699/851623/854675/851485/853271/851890/852765/854315/855539/850793/855936/854156/856569/856604/855459/851671/853748/855503/850297/850826/854818/852352/855067/856091/851150/855621/854933/852665/856518/854453/853846/856866/851520/854508/850688/850344/853752/854063/855426/851897/855228/854656/853462/854941/856911/856293/851032/850584/851212/854158,1740,quad
GO:0000226,microtubule cytoskeleton organization,110,0.4772272727549277,1.6726678284864542,2.6668343679484783e-4,0.00130523112967884,7.782546165771767e-4,1662,"tags=49%, list=27%, signal=36%",853922/853909/856577/852099/852246/850328/856648/854657/850734/852782/852819/855948/854370/853551/851957/854504/854431/856031/851029/853041/856771/853928/856736/856530/851250/855450/855339/853814/855533/856263/855859/855892/855013/855159/853252/854915/853434/853010/855929/856724/855496/850657/855720/850585/855820/853773/856528/851727/851782/851963/853824/855238/852881/851180,1740,quad
GO:1901137,carbohydrate derivative biosynthetic process,239,-0.519386956466439,-1.6741045346639607,2.825033622573587e-4,0.00137150825870104,8.177728907449857e-4,695,"tags=25%, list=11%, signal=23%",854772/851676/856050/856720/852545/856716/855501/852094/855240/855180/853452/854266/853326/855653/852735/851073/854989/854762/852458/851504/854295/852924/854948/851181/856529/850732/851763/854326/2732686/850305/851812/856925/851366/1466480/854270/852845/856718/855321/851334/856626/856924/851922/853798/854893/851002/855149/852177/856027/853585/853853/851983/851892/855857/851560/852327/856131/854077/854231/852688,1740,quad
GO:0016458,gene silencing,126,0.4704485163475952,1.6976854337059502,2.8767747430905787e-4,0.00138545471627242,8.260885788580103e-4,1374,"tags=49%, list=23%, signal=39%",851214/853315/855259/850702/850347/851813/850638/854480/854835/851762/851699/854931/855535/851485/851934/854680/855280/851889/855885/854448/850793/851592/856614/855965/854327/852294/855459/852050/854020/852228/852399/855976/850297/856519/852352/852275/855701/853327/852547/850920/852728/852392/851520/854388/855975/851115/852744/854143/851802/852199/851163/852955/854656/853186/855626/855157/853434/855505/852607/854158/855316/854307,1740,quad
GO:0007017,microtubule-based process,119,0.47413911289814914,1.677521044210295,3.5672284089442556e-4,0.00169092244266491,0.00100822618106091,1662,"tags=49%, list=27%, signal=36%",853922/853909/856577/852099/852246/850328/856648/854657/850734/852782/852819/855948/854370/853551/851957/854504/854431/856031/851029/853041/856771/853928/856736/856530/851250/852969/855450/855339/853814/855533/855634/856263/855859/855892/855013/855159/853252/855822/854915/853434/853010/855929/856724/855496/850657/855720/850585/855820/853773/856528/851130/851727/851782/851963/853824/855238/852881/851180,1740,quad
GO:0031503,protein-containing complex localization,161,0.439790230419554,1.6664867696851124,3.815694183304004e-4,0.00178065728554186,0.00106173130681898,1254,"tags=37%, list=21%, signal=30%",854469/853714/856228/850625/855957/853160/852972/853796/850347/856723/854844/855789/854657/851813/851678/850796/852779/853445/852814/856012/855495/850346/852229/850763/852782/853359/850414/852549/854370/853860/851957/853499/851240/855728/850551/851048/853202/855583/856488/855837/853970/855066/856251/851250/852004/852322/853029/851520/855138/854265/856575/852273/851163/853649/850552/852788/854940/853409/856162,1740,quad
GO:0071826,ribonucleoprotein complex subunit organization,189,0.4156295546363887,1.593469288192471,4.2523601341873493e-4,0.00193933393998544,0.00115634354526147,1076,"tags=35%, list=18%, signal=30%",856485/856228/853956/851530/851632/855957/850521/855547/856655/854702/850695/851907/850652/854446/854844/856436/855664/850808/850796/852779/850422/856463/852814/856012/853892/855745/856292/854075/852039/853788/855790/855599/850918/855430/850435/853860/852371/853847/850549/854829/855908/855539/851771/851201/855256/856604/851033/855269/856307/856732/853767/853064/852084/850839/855310/854999/852816/852344/850623/853071/851531/854078/851196/851830/855332/856848/852205,1740,quad
GO:0051052,regulation of DNA metabolic process,100,0.49659694006525373,1.7234328795863736,5.017404457790178e-4,0.00222093932616888,0.00132425303413812,1335,"tags=53%, list=22%, signal=42%",856485/850625/851688/855636/852395/855656/852578/853197/851803/851905/851623/854675/851485/853353/853271/851647/855539/856559/856031/854156/856604/851671/854020/855503/856771/855976/851655/852933/850826/854818/850879/854999/850599/854290/854453/853846/855471/851520/852713/855975/854034/854976/853836/854063/855946/852955/855228/854941/851306/851594/852607/854363/854158,1740,quad
GO:0044283,small molecule biosynthetic process,362,-0.4591593428371856,-1.5050269690385796,9.84785814905798e-4,0.00387477817368163,0.00231036782169162,1279,"tags=33%, list=21%, signal=28%",854025/855845/853662/850318/855313/856790/850581/855021/852813/852123/856084/854356/852551/850342/855164/856824/851237/851238/852442/853604/851221/856182/853272/855587/850327/852672/852818/855933/855084/851822/850997/852644/851842/853466/854900/856744/855315/853613/853642/852179/851171/856398/855107/855250/854736/852476/856673/854275/853203/854057/854762/854452/856428/854795/854948/854834/854096/855855/856079/855166/851386/853170/856767/854913/850898/854326/854303/852519/851605/852323/853348/854292/855029/852456/851547/856411/854396/852875/852314/852763/850747/856597/855619/854090/852925/855206/852288/852951/856704/856539/854557/851239/850527/854377/851493/853243/856791/851785/850933/853386/851736/853059/852342/855321/853482/854710/851334/856626/855137/850295/853798/855205/852825/854760/850514/855732/853707/856759/851092/851987,1740,quad
GO:0045786,negative regulation of cell cycle,138,0.4256965190575185,1.5522028264083938,0.00113476552801466,0.00441772051977523,0.00263410158636711,1443,"tags=48%, list=24%, signal=37%",855490/851399/853369/853900/850977/855636/852395/853100/852578/850589/854937/850325/851803/852110/851623/852234/852229/851485/852119/853271/851647/853551/852794/856559/852787/855557/853880/855459/852050/856089/856563/852399/850297/854408/850826/856736/850334/856554/856530/855067/851250/851691/854980/851841/856191/854198/853752/855859/852681/855892/853148/854550/855228/855013/853252/851994/854901/853770/853513/851965/851212/856899/855055/856920/850585/853439,1740,quad
GO:0044282,small molecule catabolic process,154,-0.5429325217174047,-1.6688104665061254,0.00143569753230557,0.00530239211317762,0.00316159417834161,880,"tags=29%, list=15%, signal=25%",850608/853613/851376/852179/852721/855107/851481/855250/852476/854762/852306/852308/852291/853377/856079/851386/850402/852038/854932/852902/850747/854090/852523/854287/851311/856539/850527/850933/853386/852143/855321/853482/853559/855447/855009/852679/853108/850295/851974/856504/851726/855131/855291/851987,1740,quad
GO:0043086,negative regulation of catalytic activity,87,-0.6097878955138616,-1.7741311047618316,0.00185722748046092,0.0067352466460089,0.00401594528114886,619,"tags=25%, list=10%, signal=23%",855212/853283/854769/852977/856540/850553/853641/850385/852821/852515/854778/852939/854693/856924/856103/856093/850572/851426/850875/854344/855717/851347,1740,quad
GO:0140053,mitochondrial gene expression,167,-0.5360822528716279,-1.664309321670947,0.00200433270099406,0.00715463118161187,0.00426600670209765,164,"tags=4%, list=3%, signal=4%",850610/854760/853342/854582/9164990/9164988,1740,quad
GO:0062197,cellular response to chemical stress,163,-0.5285492105817101,-1.635441313966519,0.00225881057214097,0.00790583700249339,0.00471391924785845,645,"tags=23%, list=11%, signal=21%",855096/850511/856048/852291/853563/850504/852064/855170/853568/856658/850385/850950/854855/851205/854287/850322/855725/854144/851433/856921/853559/853803/851974/856504/850636/852423/853758/852124/852215/856399/853149/851259/850633/853707/851539/851751/854104/855291,1740,quad
GO:1901700,response to oxygen-containing compound,94,-0.5787786556805924,-1.6967526137939444,0.00227325112664732,0.00791038831353577,0.00471663300387427,811,"tags=27%, list=13%, signal=23%",854183/856506/856137/852844/855096/853377/850314/851386/853733/855563/855480/853568/850385/851564/850747/855588/852423/852825/852215/856399/850633/852891/851751/854104/852979,1740,quad
GO:0009063,cellular amino acid catabolic process,56,-0.6639804636101213,-1.8028748318059489,0.00238229258175294,0.00819508648123013,0.00488638658873837,609,"tags=29%, list=10%, signal=26%",852291/851386/852038/852902/850747/851311/856539/850527/850933/853386/853482/852679/850295/851726/855291/851987,1740,quad
GO:0048285,organelle fission,274,0.3479595093969229,1.3652709579353248,0.00256585147258286,0.00870302132997399,0.00518924685001072,1268,"tags=32%, list=21%, signal=27%",853908/851209/854286/853369/852246/853682/850328/853900/850977/855636/852395/853100/850589/856648/855843/853817/851623/854827/856890/852809/850540/852782/852180/853371/853271/854370/855099/851647/850775/853551/851957/852794/856382/854662/854315/852787/855557/854156/851739/853041/853880/855459/852050/856089/854974/856563/852399/850297/854408/855897/850826/853928/856736/853535/852275/850879/856530/855067/856227/851250/851561/851691/851841/853846/851648/852713/851197/854386/850344/854976/856263/855859/852681/855892/853332/853478/854550/855228/855013/853252/851994/854901/855822/853770/854915/853434/853513/853010,1740,quad
GO:0043648,dicarboxylic acid metabolic process,50,-0.6845384628984618,-1.822459542289243,0.00257331859922819,0.00870302132997399,0.00518924685001072,481,"tags=34%, list=8%, signal=32%",854303/851605/850747/852523/851311/854557/850527/851493/850933/851736/853482/855866/850610/854681/851726/853777/855291,1740,quad
GO:0032543,mitochondrial translation,138,-0.5374760309393739,-1.6372947187434042,0.00280430479257233,0.00943123734708684,0.0056234515393541,164,"tags=5%, list=3%, signal=5%",854359/853867/850610/854760/853342/9164990/9164988,1740,quad
GO:0044042,glucan metabolic process,61,-0.6670056165423944,-1.844849858700618,0.00291142650716434,0.00963010306215898,0.00574202683020845,830,"tags=39%, list=14%, signal=34%",853304/856781/851055/854127/851216/853076/852222/852457/852530/850603/853932/850553/853418/856924/852346/850572/853830/850569/856314/854766/856705/850962/855131/856289,1740,quad
GO:0006839,mitochondrial transport,106,-0.5676287258389189,-1.6782007911130754,0.00318766398843645,0.01048619519693303,0.00625247868885148,1053,"tags=30%, list=17%, signal=25%",850654/855282/852973/855182/855051/856252/852953/854185/850606/852915/853326/856132/853939/854131/851439/853886/856483/856045/854153/855654/855969/853547/855836/852250/853716/851259/852531/853585/851892/852235/854231/852688,1740,quad
GO:0006979,response to oxidative stress,131,-0.5370418948317761,-1.6302046098156926,0.00430911807275061,0.01351192941000282,0.00805659718274342,645,"tags=26%, list=11%, signal=24%",855096/850511/856048/852291/853563/850504/852064/855480/851817/853568/856658/850385/850950/854855/854287/850322/854144/851433/856921/853559/853803/851974/856504/852423/852124/852215/856399/853149/850633/853707/851751/854104/852979/855291,1740,quad
GO:0006402,mRNA catabolic process,141,0.39342993951648714,1.4315976388272993,0.00516141864575687,0.01593422576792635,0.0095009109754553,1554,"tags=44%, list=26%, signal=33%",850827/856228/854731/855417/855439/851752/856476/850346/852229/856481/855500/856923/855280/852263/853860/854053/854162/855728/855605/850647/851874/852560/853397/851787/853970/855470/856227/856319/850401/853358/855489/852646/856466/854034/856848/851163/852963/853062/854213/854773/855611/856775/856912/851159/850837/853997/851212/855524/852465/855758/855731/852987/850708/854138/853109/852786/855911/851379/850455/852771/855104/852755,1740,quad
GO:1901701,cellular response to oxygen-containing compound,65,-0.6011205721076955,-1.6777648193842822,0.00607969313184676,0.01848472356248359,0.01102166591153506,953,"tags=31%, list=16%, signal=26%",852644/855147/854183/856506/856137/855096/853377/851386/853733/855563/853568/850385/851564/850747/852423/852215/856399/850633/852891/854104,1740,quad
GO:0009408,response to heat,66,-0.6117306925091998,-1.7106130954193544,0.00625561222786906,0.01886426839570237,0.01124797258775049,683,"tags=26%, list=11%, signal=23%",851458/850511/855224/853563/852977/855170/850385/851845/851631/856103/855836/852423/851646/850633/851751/854104/856357,1740,quad
GO:0006275,regulation of DNA replication,55,0.5223370818397334,1.670280249580213,0.00710840327527975,0.02108009247151926,0.0125691756124988,1335,"tags=53%, list=22%, signal=41%",856485/851688/855636/855656/852578/851803/851905/851623/854675/851485/853271/851890/855539/856604/851671/850297/855067/854453/853846/856866/851520/850344/854063/851897/856911/851032/850584/851212/854158,1740,quad
GO:0031123,RNA 3'-end processing,77,0.464350695754563,1.5532897858501784,0.01213929574669416,0.03447101905429192,0.02055362388094692,1737,"tags=57%, list=29%, signal=41%",851499/855417/850872/852838/853197/854675/856481/855280/854162/854020/853606/851874/853806/853397/855583/855470/853089/851150/851548/850401/855489/856466/854034/853954/853062/852839/851814/852607/853997/855758/850806/852987/851716/853718/854138/853109/855911/852755/851884/853301/856078/856915/853865/851615,1740,quad
GO:0008610,lipid biosynthetic process,211,-0.4497711622119624,-1.431953793455126,0.01622769143274826,0.0450187568779468,0.02684279785868134,1568,"tags=50%, list=26%, signal=38%",853653/855342/855260/851096/850941/855880/855248/854419/856739/856313/852350/855324/851120/851917/852329/855778/850400/852330/852796/850788/855441/854042/854125/855845/850411/853007/856790/855986/854320/850865/853045/854261/851224/856535/855164/855983/853272/853052/852898/850890/856076/852751/855933/855457/856595/855538/851670/850351/854772/854900/856050/854346/855315/853861/852545/853642/852426/851891/851171/856262/856398/855250/852481/852476/851581/852735/854762/852458/856856/852924/852937/856393/853944/852186/851181/856079/853733/856767/852568/854913/852406/851763/856018/850305/853348/852926/855029/854488/852456/851547/856229/854396/852314/856597/855344/852925/856036/852288/852951/853243/855566/851334/854682/852825/853707,1740,quad
GO:0032196,transposition,112,0.7531382791553435,2.34439770620639,1e-10,1.505e-8,8.657894736842103e-9,477,"tags=38%, list=8%, signal=36%",851853/851795/855434/851269/856258/856880/850854/851674/856624/856285/851794/851675/852928/852929/856879/851914/850853/856283/856623/853068/854963/856257/851128/850724/856284/855062/855433/855817/856906/851268/854969/851852/854313/851851/854049/855063/855070/856907/855071/852299/854365/850927/853484,1744,iso
GO:0032197,"transposition, RNA-mediated",106,0.768216390317776,2.3717529601701517,1e-10,1.505e-8,8.657894736842103e-9,477,"tags=41%, list=8%, signal=38%",851853/851795/855434/851269/856258/856880/850854/851674/856624/856285/851794/851675/852928/852929/856879/851914/850853/856283/856623/853068/854963/856257/851128/850724/856284/855062/855433/855817/856906/851268/854969/851852/854313/851851/854049/855063/855070/856907/855071/852299/854365/850927/853484,1744,iso
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",143,0.6851506457065399,2.1886347227773477,1e-10,1.505e-8,8.657894736842103e-9,710,"tags=42%, list=12%, signal=38%",853937/853954/851674/851794/852928/856879/851914/850853/856283/856623/853068/854963/856257/855408/850414/851128/850724/854469/856284/854317/851499/853931/855062/851403/855433/850551/851407/855884/855817/856906/851268/852465/854969/851852/854221/856574/854313/851851/853166/854049/854245/852111/850740/854487/855070/854881/854832/852299/856815/854365/853762/850927/853484/856864/851599/853376/850298/852282/856228/853458,1744,iso
GO:1901135,carbohydrate derivative metabolic process,337,-0.507767085086669,-1.9916647882888336,1e-10,1.505e-8,8.657894736842103e-9,1029,"tags=38%, list=17%, signal=34%",850628/856313/852414/854077/856579/854525/853732/853354/855288/855277/2732686/850317/851541/855764/855240/850906/855480/852934/853172/856718/853805/851181/854326/851763/852924/851068/856529/856801/852625/852408/853384/850370/853256/854529/850992/855501/856050/855180/854233/851171/856188/853106/851931/853757/854514/852327/854488/1466480/852522/853585/854762/850732/852009/852128/853142/852530/853470/855131/855321/855679/855502/851896/854948/854320/852044/854495/852065/852261/851092/853690/853455/856568/851620/855248/856716/851902/851073/851726/856720/854989/852796/856595/854893/852845/853608/854772/854310/851812/852688/854266/856611/856924/851560/853465/852815/852735/856131/851504/854163/852094/853309/856925/850499/853102/851892/856038/854913/851366/853705/855324/856221/851334/855732/853830/852144/855722/851983/854498/855857/854270/854986/855769/855855/855149/852458/853123/851539/853163/853326,1744,iso
GO:0045893,"positive regulation of transcription, DNA-templated",362,0.5469194745028308,1.9288272377364413,2.6616088391336545e-10,3.204577042316921e-8,1.8435143327894162e-8,1270,"tags=40%, list=21%, signal=33%",853974/853922/853970/853910/1500489/853893/853938/853327/853957/852260/850744/851220/856360/855208/855626/856366/856146/855060/850598/854675/854106/852410/854290/850347/853255/854999/853523/851172/852184/853098/852814/850822/855059/854456/850445/855522/855055/854020/854834/852607/850594/852694/854129/850706/852228/854404/850984/852399/855837/853748/850928/855920/855569/856519/854841/852074/852614/855965/850419/853697/855220/855976/852860/853592/856904/856016/851799/852755/856316/854307/851724/856219/856081/852582/853865/850650/855620/854933/850523/853334/851889/855625/854879/856845/856769/855505/851701/851645/853985/853904/855656/856397/853264/855092/851803/850879/852809/854280/854684/852592/854480/856455/852171/852007/851840/851788/856763/855138/853167/854465/851924/855704/854433/852547/852042/851243/852848/851163/854540/855005/853499/855871/851559/852955/851846/851503/855273/851813/852125/855030/853072/854755/854775/851212/856603/853712/852685/851115/852665/852728/850513/854680/851365/855276,1744,iso
GO:0006278,RNA-dependent DNA biosynthetic process,76,0.7536078536226224,2.2293972612710107,2.8079761533875247e-9,1.5367287675811725e-7,8.840422530760724e-8,477,"tags=39%, list=8%, signal=37%",851674/851794/852928/856879/851914/850853/856283/853197/856623/853068/854963/856257/851128/850724/856284/855062/855433/855817/856906/851268/854969/851852/854313/851851/854049/855070/852299/854365/850927/853484,1744,iso
GO:0006364,rRNA processing,356,0.5320374931266145,1.871776515124447,5.9445989639743645e-9,2.752806597163513e-7,1.5836219102409439e-7,1045,"tags=35%, list=17%, signal=31%",853956/853937/853934/850449/853894/853197/851208/850757/855408/850414/856436/856360/854469/850796/852021/853780/854317/851499/853931/850872/856481/856719/853682/851403/850551/851407/855884/851313/850652/850304/852465/854221/854999/853419/856574/854116/851969/856264/856063/853166/851159/854021/852972/851660/853048/851388/854245/852111/850740/851893/854487/854881/852854/856815/855497/853762/856463/855028/854167/856863/855613/855957/855495/856429/850893/851530/855599/856095/856864/850982/854286/853847/856553/853376/855730/851125/856352/852995/856868/855068/850298/852282/854075/852582/850549/851154/850889/856228/853458/855664/852704/856462/854461/854717/854446/851196/856889/853062/851319/852060/855161/850401/854793/855489/850649/852767/852802/852007/855758/851924/851548/855790/855280/851584/9164985/853445/852042/856485/855575/856466/854078/852549/853188/850820/854162/852955,1744,iso
GO:0032787,monocarboxylic acid metabolic process,170,-0.5689319448097637,-2.1168940783425505,1.6822514062496078e-8,6.329470916014148e-7,3.641188899053427e-7,1303,"tags=44%, list=21%, signal=36%",854894/853395/854808/852291/853203/855955/855653/850714/852146/856734/850733/854877/853653/856579/854525/851481/855288/850838/851835/850809/852874/850317/851541/852314/853172/850342/853805/854965/856112/850370/854529/853482/851376/853106/852522/855250/852128/854293/855518/856182/852150/853642/852329/854495/851620/856180/851087/855315/850400/854661/854160/851247/852902/852523/852456/855009/853465/856246/854396/852266/856925/856079/855206/852925/853386/853705/853348/854556/852818/851547/855447/854950/853243/850933/855205,1744,iso
GO:0005975,carbohydrate metabolic process,261,-0.5064629379831181,-1.9377850430854584,1.8961240810863116e-8,6.714509981258586e-7,3.862692400479235e-7,999,"tags=35%, list=16%, signal=31%",856579/850633/854525/854350/851481/853732/852423/852308/851835/853199/850317/851541/855766/850572/855480/852934/853172/850342/853805/852123/852856/851068/850370/854529/850992/856287/854766/853106/853045/854514/853559/852522/852128/851362/856705/852530/852446/852763/855131/855321/856289/854127/852602/855355/851092/856568/851620/856720/852796/851055/852721/854090/856611/853418/856924/854872/853465/852346/853209/850402/855303/853994/856925/850499/854287/852342/853102/850962/855472/850361/853705/852306/854980/851646/853076/855732/854932/853830/855125/852818/854758/851007/856639/856791/854644/855352/855769/856504/852920/851974/851539/853163,1744,iso
GO:0071103,DNA conformation change,199,0.5883107905226037,1.9497995110858088,5.2590999043835815e-8,1.7588767457993975e-6,1.0118385196153204e-6,1278,"tags=46%, list=21%, signal=38%",853922/853880/853976/853889/853327/853957/854630/856940/853231/855377/856630/854906/850660/851220/855846/855626/853213/856334/854675/851699/852410/850659/856909/851214/850792/854901/854869/854937/852180/850638/851170/850445/851932/852228/854404/851688/853748/854156/850478/855920/851934/856519/851905/850419/850982/855976/852673/852294/851590/851330/855636/852582/852352/856129/855505/855656/853315/856923/854480/854931/850584/854976/851561/853369/851754/852059/855099/852547/855503/855228/851163/852765/850775/855515/852578/850589/855665/855701/852275/850597/851813/852713/851771/852395/854818/851115/851048/852665/852728/854680/852516/856518,1744,iso
GO:0044282,small molecule catabolic process,154,-0.5649369683633354,-2.067584439761458,1.350729522915146e-7,4.065695863974589e-6,2.3388948054688576e-6,982,"tags=37%, list=16%, signal=32%",852636/851481/852672/853732/852308/851835/853854/851307/852874/850906/851690/853172/855482/856112/853482/851376/850747/853559/852038/854762/852009/855250/855518/855131/852150/855321/853755/851987/851620/856665/851726/852796/851802/852721/854090/851247/852902/852523/855009/856246/850402/851386/853377/854287/856079/853613/853386/852306/852679/854932/851311/855447/856504/855291/851974/850933/850295,1744,iso
GO:0071824,protein-DNA complex subunit organization,186,0.5790892546786379,1.912728624360108,9.76945872231827e-7,2.6732791594707268e-5,1.5378717318864644e-5,1485,"tags=54%, list=24%, signal=42%",853922/853327/855208/853877/856146/850598/851222/853840/855267/854106/851699/852410/852184/851197/853098/851214/851723/854926/852532/851416/852814/854901/854869/853817/854937/850638/851170/852888/850445/854964/855055/854369/854875/851934/854841/852096/850534/850793/850419/855976/852860/856904/851745/856251/853161/852673/852294/853271/853865/854933/852352/856129/852497/855689/855505/855017/856383/856201/853773/854480/856455/854976/854465/855116/856831/854433/852547/856485/855515/851559/855665/855701/852275/852277/851346/851928/856604/851771/851071/855974/853712/851115/852665/852728/854680/851648/855276/852516/856518/852269/853192/855539/855139/854993/856437/850741/853475/856023/853492/853191/852050,1744,iso
GO:0019637,organophosphate metabolic process,388,-0.4183129512058121,-1.6726965027222358,1.240828694447095e-6,3.247734235031092e-5,1.8683416039958547e-5,1041,"tags=32%, list=17%, signal=28%",850484/850628/855913/856313/852414/854077/856579/854525/853732/853354/855288/853706/850788/850317/851541/850906/855480/852934/853172/853805/852092/851181/854326/851763/853733/855020/851068/856597/856529/856801/852408/851039/853384/850370/851432/854529/855501/856050/852406/853482/856473/855457/851171/856188/853106/851931/853757/852038/852327/854488/851102/1466480/852522/853585/850732/852009/852128/856856/853470/855131/854151/856262/851979/851896/854948/854320/852044/854495/852065/851973/851092/853690/856568/851620/855248/851073/851726/851878/852796/856595/854893/855315/852937/854090/856229/854772/855103/854310/851812/852688/851560/854278/853465/852898/852735/856131/856523/851413/853309/856925/851892/854913/853705/855324/855521/854682/855732/852144/855722/851983/856036/852846/855857/854986/855769/855149/850310/852458/853123/851539/853163/850933/853326,1744,iso
GO:1902679,negative regulation of RNA biosynthetic process,296,0.50992146222495,1.766792096008314,2.3140112016037414e-6,4.643449144551508e-5,2.671262053781161e-5,1278,"tags=40%, list=21%, signal=33%",853880/853976/853938/850449/853889/853327/853957/853966/854249/850744/856908/853836/851220/854927/855626/856366/855060/854675/854106/851699/852410/850347/854999/853523/851172/852184/850702/856909/851214/3289591/850822/854937/850638/850445/855522/854020/856058/852607/852228/854404/852399/851688/853748/854156/855920/856519/851905/854747/850793/855965/854286/855976/852860/853592/850630/856904/854448/856382/852294/854307/853271/851590/856219/851330/852582/853865/850523/852352/853334/855492/851889/855259/855505/853985/853904/855656/855092/851762/853315/856134/852809/854480/854931/855316/851840/851788/853369/856763/852059/856674/852547/852042/852848/851163/855515/855871/852578/851559/852955/855701/852275/851846/851813/855275/851592/854453/852080/855648/851115/852062/851048/852728/854036/850513/854680/851365/852580/856518,1744,iso
